source_index,source_label,source_specialty,source_disease,Sensitivity,Specificity,Prevalence,reported_sample_size,tp,fp,fn,tn,PPV,NPV,Youden's J,H(parent),H(children),Entropy Removal,% Removed,LR+,LR-,Proportion of Positive Cases,Proportion of Negative Cases,Positive Child Entropy,Negative Child Entropy,data_source,confidence,study,cutoff,source_excel_row,source_correction,catalog_id,canonical_name,match_method,catalog_url,catalog_purpose,catalog_specialty,catalog_disease,calculator_key,confidence_group,evidence_group,sampling_design,integer_counts,count_total,sensitivity,specificity,prevalence,ppv,npv,youden_j,lr_positive,lr_negative,diagnostic_odds_ratio,parent_entropy_bits,positive_fraction,negative_fraction,positive_entropy_bits,negative_entropy_bits,conditional_entropy_bits,entropy_reduction_bits,entropy_removed_percent,parent_entropy_mm_bits,entropy_reduction_mm_bits,entropy_removed_mm_percent,positive_information_bits,negative_information_bits,positive_information_share_percent,negative_information_share_percent,information_contribution_pattern,included,exclusion_reason
350,Revised Tokuhashi Scoring System,Oncology/Spine Surgery,Survival <6 months in lung cancer with spinal metastasis,1,0.1282051282,0.7845303867,181.0,142.0,34.0,0.0,5.0,0.8068181818,1,0.1282051282,0.7518084423,0.6885200956,0.06328834668,8.418147911,1.147058824,0,0.7845303867,0.2154696133,0.7080803256,0,v1_raw,High,"Choovongkomol et al., 2022",≤8,352,,10475.0,Revised Tokuhashi Scoring System,Exact,https://www.mdcalc.com/calc/10475/revised-tokuhashi-scoring-system,Prognosis,"Critical Care, Emergency Medicine, Hematology and Oncology, Hospitalist Medicine, Internal Medicine","Cancer, Spinal Cancer",mdcalc:10475,High,Count-based,Unclear,True,181.0,1.0,0.1282051282051282,0.7845303867403315,0.8068181818181818,1.0,0.1282051282051282,1.1470588235294117,0.0,inf,0.7518084423025837,0.9723756906077348,0.027624309392265192,0.7080803256135679,0.0,0.6885200956242428,0.06328834667834093,8.418147910723912,0.7557937877194041,0.06328834667834093,8.373758518088978,0.002115869655662516,0.06117247702267837,3.3432215671809082,96.6567784328191,Negative-result dominant,True,
351,Revised Trauma Score,Emergency Medicine/Trauma Surgery,In-hospital mortality after trauma,0.8684210526,0.7273954116,0.09302325581,4085.0,330.0,1010.0,50.0,2695.0,0.2462686567,0.9817850638,0.5958164642,0.4464813469,0.3523932269,0.09408811998,21.07324766,3.185643564,0.180890538,0.09302325581,0.9069767442,0.805310342,0.131297076,v2_llm_2x2_raw,High,"Valderrama-Molina et al., 2016",<6.37,353,,683.0,Revised Trauma Score,Exact,https://www.mdcalc.com/calc/683/revised-trauma-score,Prognosis,"Critical Care, Emergency Medicine, Surgery (General), Surgery (Trauma)",Trauma,mdcalc:683,High,Count-based,Unclear,True,4085.0,0.868421052631579,0.7273954116059379,0.09302325581395349,0.2462686567164179,0.9817850637522769,0.595816464237517,3.1856435643564356,0.18089053803339514,17.610891089108915,0.44648134689680286,0.32802937576499386,0.6719706242350061,0.8053103419744871,0.13129707603165747,0.35239322691620867,0.09408811998059419,21.07324765850547,0.446657931357132,0.09391153552026506,21.025381825175,0.047447410527326206,0.04664070945326801,50.428694437844335,49.571305562155665,Balanced,True,
352,Richmond Agitation-Sedation Scale (RASS),Emergency Medicine/Geriatrics,Delirium in older emergency-department patients,0.84,0.8764044944,0.1231527094,406.0,42.0,44.0,8.0,312.0,0.488372093,0.975,0.7164044944,0.538355841,0.3446747389,0.1936811021,35.97640953,6.796363636,0.1825641026,0.1231527094,0.8768472906,0.9996098364,0.1686609315,v2_llm_sens_spec_prev,Moderate,"Han et al., 2015",RASS ≠ 0,354,,1872.0,Richmond Agitation-Sedation Scale (RASS),Exact,https://www.mdcalc.com/calc/1872/richmond-agitation-sedation-scale-rass,Diagnosis,"Critical Care, Critical Care (Neurologic), Emergency Medicine, Hospitalist Medicine, Neurology, Psychiatry","Acid-Base Disturbance, Anxiety, Delirium, Dementia, Sepsis",mdcalc:1872,Moderate,Reported sensitivity/specificity,Unclear,True,406.0,0.84,0.8764044943820225,0.12315270935960591,0.4883720930232558,0.975,0.7164044943820225,6.796363636363638,0.1825641025641026,37.22727272727273,0.5383558410453392,0.21182266009852216,0.7881773399014779,0.999609836367807,0.16866093149667025,0.3446747389324283,0.1936811021129109,35.976409531813644,0.5401325590759906,0.19190438408225946,35.529127222130796,0.12137490644638867,0.0723061956665221,62.667397656396204,37.332602343603796,Positive-result dominant,True,
353,RIETE Score for Risk of Hemorrhage in Pulmonary Embolism Treatment,Hematology/Pulmonology,Major bleeding within 30 days of anticoagulation for acute VTE,0.1937657961,0.9303533534,0.01443354126,82239.0,230.0,5645.0,957.0,75407.0,0.03914893617,0.9874679168,0.1241191495,0.1089250843,0.1072359693,0.001689114978,1.550712573,2.782126715,0.8665892383,0.01443354126,0.9855664587,0.2383763936,0.0971467913,v2_llm_event_counts,Moderate,"Lecumberri et al., 2021",>4 points,355,,1786.0,RIETE Score for Risk of Hemorrhage in Pulmonary Embolism Treatment,Exact,https://www.mdcalc.com/calc/1786/riete-score-risk-hemorrhage-pulmonary-embolism-treatment,Prognosis,"Cardiology, Critical Care, Emergency Medicine, Hematology and Oncology, Hospitalist Medicine, Pulmonology",Pulmonary Embolism,mdcalc:1786,Moderate,Count-based,Unclear,True,82239.0,0.1937657961246841,0.9303533534027538,0.014433541263877235,0.03914893617021276,0.9874679168194437,0.12411914952743786,2.7821267152343494,0.8665892383001856,3.2104330313303793,0.10892508432571174,0.07143812546358784,0.9285618745364121,0.23837639363845517,0.09714679129684847,0.10723596934810078,0.001689114977610956,1.5507125728359348,0.10893385568139997,0.0016803436219227244,1.5425357079411965,0.0015109778418198072,0.00017813713579118548,89.45381823307838,10.54618176692162,Positive-result dominant,True,
354,RIFLE Criteria for Acute Kidney Injury (AKI),Nephrology/Critical Care,In-hospital mortality in critically ill patients,0.8647140865,0.3576939563,0.133197102,5383.0,620.0,2997.0,97.0,1669.0,0.171412773,0.9450736127,0.2224080428,0.5661415061,0.544802768,0.02133873814,3.769152748,1.346264907,0.3782169398,0.133197102,0.866802898,0.6609264238,0.3069662657,v2_llm_event_counts,Moderate,"Hoste et al., 2006",RIFLE class ≥Risk,356,,10019.0,RIFLE Criteria for Acute Kidney Injury (AKI),Exact,https://www.mdcalc.com/calc/10019/rifle-criteria-acute-kidney-injury-aki,Diagnosis,"Critical Care, Family Practice, Hospitalist Medicine, Internal Medicine, Nephrology, Primary Care","Acute Kidney Injury, Renal Failure",mdcalc:10019,Moderate,Count-based,Unclear,True,5383.0,0.8647140864714087,0.3576939562794685,0.13319710198773918,0.17141277301631186,0.9450736126840317,0.22240804275087722,1.3462649073992636,0.3782169397989258,3.5595045217038352,0.5661415061298636,0.6719301504737135,0.3280698495262865,0.6609264237933994,0.3069662657071701,0.5448027679917495,0.021338738138114044,3.769152748397728,0.566275510870797,0.021204733397180646,3.744596577127768,0.005697446722595048,0.015641291415519027,26.700017056859572,73.29998294314044,Negative-result dominant,True,
355,RIPASA Score for Acute Appendicitis,Emergency Medicine/General Surgery,Histopathologically confirmed acute appendicitis,0.9400921659,0.5384615385,0.9434782609,230.0,204.0,6.0,13.0,7.0,0.9714285714,0.35,0.4785537044,0.3134799041,0.2521233698,0.0613565343,19.57271694,2.036866359,0.1112574062,0.9434782609,0.05652173913,0.1871762569,0.9340680554,v1_raw,Moderate,"Memon et al., 2022",≥7.5,357,,3166.0,RIPASA Score for Acute Appendicitis,Exact,https://www.mdcalc.com/calc/3166/ripasa-score-acute-appendicitis,Diagnosis,"Emergency Medicine, Gastroenterology, Surgery (General)",Appendicitis,mdcalc:3166,Moderate,Count-based,Unclear,True,230.0,0.9400921658986175,0.5384615384615384,0.9434782608695652,0.9714285714285714,0.35,0.478553704360156,2.0368663594470044,0.1112574061882817,18.307692307692317,0.31347990409095694,0.9130434782608695,0.08695652173913043,0.1871762568732082,0.934068055375491,0.25212336978645017,0.06135653430450677,19.57271694414709,0.31661619765810683,0.05822024073735685,18.388269825735538,0.011681769684455397,0.049674764620051326,19.039161544685463,80.96083845531453,Negative-result dominant,True,
356,Risk of Malignancy Index (RMI) for Ovarian Cancer,Gynecology/Gynecologic Oncology,Histopathologically confirmed malignant ovarian mass,0.7575757576,0.9183673469,0.4024390244,82.0,25.0,4.0,8.0,45.0,0.8620689655,0.8490566038,0.6759431045,0.9723594644,0.6003834009,0.3719760635,38.2549949,9.28030303,0.263973064,0.4024390244,0.5975609756,0.5787946246,0.6121961275,v1_raw,Moderate,"Radwan et al., 2023",RMI-I ≥200,358,,10103.0,Risk of Malignancy Index (RMI) for Ovarian Cancer,Exact,https://www.mdcalc.com/calc/10103/risk-malignancy-index-rmi-ovarian-cancer,Diagnosis,"Hematology and Oncology, Radiation Oncology, Internal Medicine, Hospitalist Medicine, Surgery (General), OB-Gyn",Ovarian Cancer,mdcalc:10103,Moderate,Count-based,Unclear,True,82.0,0.7575757575757576,0.9183673469387755,0.4024390243902439,0.8620689655172413,0.8490566037735849,0.6759431045145332,9.280303030303033,0.26397306397306397,35.15625000000001,0.9723594643683988,0.35365853658536583,0.6463414634146342,0.5787946246321198,0.6121961274908337,0.600383400870069,0.3719760634983298,38.254994899437605,0.9811563853494291,0.36317914251729955,37.01541853472797,0.2318935568191558,0.1400825066791738,62.34098899758828,37.65901100241172,Positive-result dominant,True,
357,Risk of Paradoxical Embolism (RoPE) Score,Neurology/Cardiology,Patent foramen ovale in young patients with cryptogenic stroke,0.8333333333,0.675,0.3103448276,58.0,15.0,13.0,3.0,27.0,0.5357142857,0.9,0.5083333333,0.8935711017,0.7235643165,0.1700067852,19.02554647,2.564102564,0.2469135802,0.3103448276,0.6896551724,0.9963165196,0.4689955936,v2_llm_event_counts,Low,"Prefasi et al., 2016",>7,359,,3902.0,Risk of Paradoxical Embolism (RoPE) Score,Exact,https://www.mdcalc.com/calc/3902/risk-paradoxical-embolism-rope-score,Diagnosis,"Cardiology, Neurology",Stroke / Transient Ischemic Attack (TIA),mdcalc:3902,Low,Count-based,Unclear,True,58.0,0.8333333333333334,0.675,0.3103448275862069,0.5357142857142857,0.9,0.5083333333333333,2.5641025641025648,0.2469135802469135,10.38461538461539,0.8935711016541907,0.4827586206896552,0.5172413793103449,0.996316519558962,0.4689955935892812,0.7235643164711961,0.1700067851829946,19.02554646947241,0.9060081278687507,0.1575697589684346,17.39164960242619,0.07573560449570137,0.09427118068729318,44.54857752540869,55.45142247459131,Balanced,True,
358,RiskE Score for Cardiac Surgery in Active Infective Endocarditis,"Cardiac Surgery, Cardiology",Perioperative mortality in active left-sided infective endocarditis,1,0.7835820896,0.05633802817,142.0,8.0,29.0,0.0,105.0,0.2162162162,1,0.7835820896,0.3127333764,0.1962558146,0.1164775618,37.24500505,4.620689655,0,0.05633802817,0.9436619718,0.7531979911,0,v2_llm_event_counts,Moderate–high,"Fernández-Cisneros et al., 2023",RiskE >28,360,,10209.0,RiskE Score for Cardiac Surgery in Active Infective Endocarditis,Exact,https://www.mdcalc.com/calc/10209/riske-score-cardiac-surgery-active-infective-endocarditis,Prognosis,"Cardiology, Hospitalist Medicine, Infectious Disease, Internal Medicine, Surgery (Cardiothoracic)",Endocarditis,mdcalc:10209,Moderate-high,Count-based,Unclear,True,142.0,1.0,0.7835820895522388,0.056338028169014086,0.21621621621621623,1.0,0.783582089552239,4.620689655172415,0.0,inf,0.31273337639664334,0.2605633802816901,0.7394366197183099,0.7531979910695014,0.0,0.19625581457444752,0.11647756182219582,37.245005046876095,0.31781328851244955,0.11647756182219582,36.64968270124208,0.054617825555114706,0.061859736267081016,46.89128506869793,53.10871493130207,Balanced,True,
359,Rochester Criteria for Febrile Infants,"Pediatrics, Emergency Medicine",Invasive bacterial infection in febrile infants ≤60 days old,0.8148148148,0.5983935743,0.3515625,384.0,110.0,100.0,25.0,149.0,0.5238095238,0.8563218391,0.4132083891,0.9354557646,0.8150417324,0.1204140322,12.87223156,2.028888889,0.3094705444,0.3515625,0.6484375,0.9983636726,0.5937911149,v2_llm_event_counts,Moderate–high,"Aronson et al., 2018",Not low risk by Rochester Criteria,361,,4049.0,Rochester Criteria for Febrile Infants,Exact,https://www.mdcalc.com/calc/4049/rochester-criteria-febrile-infants,"Algorithm, Diagnosis, Prognosis, Rule Out","Critical Care (Neonatal), Emergency Medicine, Family Practice, Pediatrics","Cellulitis/Abscess, Gastroenteritis, Meningitis, Pneumonia",mdcalc:4049,Moderate-high,Count-based,Unclear,True,384.0,0.8148148148148148,0.5983935742971888,0.3515625,0.5238095238095238,0.8563218390804598,0.4132083891120035,2.028888888888889,0.3094705443698733,6.555999999999998,0.9354557645575772,0.546875,0.453125,0.998363672593813,0.5937911148531525,0.8150417323675763,0.12041403219000091,12.872231563718097,0.9373342737254013,0.11853552302217674,12.6460246194841,0.04879126308422547,0.07162276910577557,40.51958247460553,59.48041752539447,Balanced,True,
360,Rockall Score for Upper GI Bleeding (Pre-Endoscopy),"Emergency Medicine, Gastroenterology",In-hospital mortality in upper gastrointestinal bleeding,0.7741935484,0.6470588235,0.05236486486,592.0,24.0,198.0,7.0,363.0,0.1081081081,0.9810810811,0.4212523719,0.2963590404,0.2698978456,0.02646119484,8.928762493,2.193548387,0.348973607,0.05236486486,0.9476351351,0.4941829348,0.135326792,v2_llm_sens_spec_prev,Moderate,"Kılıç et al., 2023",Pre-endoscopy Rockall score >3,362,,3643.0,Rockall Score for Upper GI Bleeding (Pre-Endoscopy),Exact,https://www.mdcalc.com/calc/3643/rockall-score-upper-gi-bleeding-pre-endoscopy,Prognosis,"Emergency Medicine, Gastroenterology, Internal Medicine, Surgery (General)","Anemia, Gastrointestinal Bleeding",mdcalc:3643,Moderate,Reported sensitivity/specificity,Unclear,True,592.0,0.7741935483870968,0.6470588235294118,0.052364864864864864,0.10810810810810811,0.981081081081081,0.42125237191650866,2.1935483870967745,0.3489736070381232,6.2857142857142865,0.29635904042029115,0.375,0.625,0.49418293484978865,0.13532679201128317,0.2698978455757227,0.026461194844568436,8.928762492631114,0.2975775328534744,0.02524270241138519,8.482731263120783,0.013144672268830721,0.013316522575737805,49.67527863364366,50.32472136635634,Balanced,True,
361,Rome II Diagnostic Criteria for Irritable Bowel Syndrome (IBS),Gastroenterology,Irritable bowel syndrome,0.9021164021,0.7173620458,0.2027896996,1864.0,341.0,420.0,37.0,1066.0,0.4480946124,0.9664551224,0.6194784479,0.727472529,0.5304533283,0.1970192008,27.08269974,3.191773747,0.1364493682,0.2027896996,0.7972103004,0.9922122477,0.2118689786,v2_llm_event_counts,Moderate–high,"Ford et al., 2013",Meets Rome II criteria,363,,3281.0,Rome II Diagnostic Criteria for Irritable Bowel Syndrome (IBS),Exact,https://www.mdcalc.com/calc/3281/rome-ii-diagnostic-criteria-irritable-bowel-syndrome-ibs,Diagnosis,"Family Practice, Gastroenterology, Internal Medicine, Primary Care","Anxiety, Irritable Bowel Syndrome",mdcalc:3281,Moderate-high,Count-based,Unclear,True,1864.0,0.9021164021164021,0.7173620457604307,0.20278969957081544,0.4480946123521682,0.9664551223934723,0.6194784478768329,3.1917737465356515,0.13644936815668526,23.391634491634488,0.7274725290126924,0.4082618025751073,0.5917381974248928,0.992212247686181,0.21186897859269488,0.5304533282601536,0.19701920075253887,27.082699743992865,0.7278595180258064,0.19663221173942488,27.015132298160488,0.08970801540081937,0.10731118535171952,45.532625783765575,54.467374216234425,Balanced,True,
362,Rome III Diagnostic Criteria for Irritable Bowel Syndrome (IBS),Gastroenterology,Irritable bowel syndrome,0.6876712329,0.7950101146,0.1975108225,1848.0,251.0,304.0,114.0,1179.0,0.4522522523,0.9118329466,0.4826813475,0.7169217182,0.5994316705,0.1174900477,16.38812784,3.354659337,0.3928613754,0.1975108225,0.8024891775,0.993411716,0.4303219062,v2_llm_event_counts,Moderate–high,"Ford et al., 2013",Meets Rome III criteria,364,,3165.0,Rome III Diagnostic Criteria for Irritable Bowel Syndrome (IBS),Exact,https://www.mdcalc.com/calc/3165/rome-iii-diagnostic-criteria-irritable-bowel-syndrome-ibs,Diagnosis,"Family Practice, Gastroenterology, Internal Medicine, Primary Care","Anxiety, Irritable Bowel Syndrome",mdcalc:3165,Moderate-high,Count-based,Unclear,True,1848.0,0.6876712328767123,0.7950101146325017,0.1975108225108225,0.45225225225225224,0.9118329466357309,0.482681347509214,3.3546593366979094,0.39286137544006416,8.539040858725762,0.7169217181988983,0.3003246753246753,0.6996753246753247,0.993411715960903,0.4303219061923728,0.5994316704897399,0.11749004770915839,16.38812784251051,0.7173120577662384,0.1170997081418183,16.324792936908832,0.07169871388841491,0.045791333820743366,61.02535090112655,38.97464909887345,Positive-result dominant,True,
363,Rome IV Diagnostic Criteria for Functional Dyspepsia,Gastroenterology,Functional dyspepsia,0.6734693878,0.3836633663,0.3266666667,600.0,132.0,249.0,64.0,155.0,0.3464566929,0.7077625571,0.05713275409,0.9114844097,0.9092302614,0.002254148316,0.2473051971,1.09269732,0.8510862409,0.3266666667,0.6733333333,0.9308637102,0.8715939874,v2_llm_2x2_raw,Moderate,"Wei et al., 2020",Meets Rome IV criteria for functional dyspepsia,365,,10002.0,Rome IV Diagnostic Criteria for Functional Dyspepsia,Exact,https://www.mdcalc.com/calc/10002/rome-iv-diagnostic-criteria-functional-dyspepsia,Diagnosis,Gastroenterology,Disorders of Gut-Brain Interaction,mdcalc:10002,Moderate,Count-based,Unclear,True,600.0,0.673469387755102,0.38366336633663367,0.32666666666666666,0.3464566929133858,0.7077625570776256,0.05713275409173568,1.0926973198918122,0.8510862409479921,1.2838855421686748,0.9114844096987045,0.635,0.365,0.9308637102222774,0.8715939873751148,0.9092302613830632,0.0022541483156413022,0.24730519706710305,0.912686655566112,0.0010519024482338326,0.1152534050781502,0.0008074814263975213,0.0014466668892437742,35.82201848895617,64.17798151104384,Negative-result dominant,True,
364,Rome IV Diagnostic Criteria for Irritable Bowel Syndrome (IBS),Gastroenterology,Irritable Bowel Syndrome,0.8241758242,0.8290598291,0.7954545455,572.0,375.0,20.0,80.0,97.0,0.9493670886,0.5480225989,0.6532356532,0.7309263776,0.5070048526,0.223921525,30.63530499,4.821428571,0.2120765832,0.7954545455,0.2045454545,0.2890794597,0.9933355315,v2_llm_event_counts,High,"Black et al., 2021, Comparison of the Rome IV Criteria With the Rome III Criteria for the Diagnosis of Irritable Bowel Syndrome in Secondary Care","Recurrent abdominal pain ≥1 day/week during the previous 3 months, associated with ≥2 of: related to defecation, change in stool frequency, or change in stool form; symptom onset ≥6 months previously",366,,4007.0,Rome IV Diagnostic Criteria for Irritable Bowel Syndrome (IBS),Exact,https://www.mdcalc.com/calc/4007/rome-iv-diagnostic-criteria-irritable-bowel-syndrome-ibs,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Psychiatry","Anxiety, Disorders of Gut-Brain Interaction, Irritable Bowel Syndrome",mdcalc:4007,High,Count-based,Unclear,True,572.0,0.8241758241758241,0.8290598290598291,0.7954545454545454,0.9493670886075949,0.5480225988700564,0.6532356532356531,4.821428571428573,0.21207658321060385,22.734375000000004,0.7309263775906011,0.6905594405594405,0.3094405594405594,0.2890794597316466,0.9933355315341817,0.5070048525796339,0.22392152501096718,30.635304987773722,0.7321874746543152,0.22266042794725305,30.41030277831191,0.09686970521769825,0.12705181979326882,43.26055979341592,56.73944020658408,Balanced,True,
365,Roth Score for Hypoxia Screening,"Emergency Medicine, Primary Care, Pulmonology",Hypoxemia,0.9333333333,0.7777777778,0.1428571429,105.0,14.0,20.0,1.0,70.0,0.4117647059,0.985915493,0.7111111111,0.5916727786,0.3887089533,0.2029638253,34.30339077,4.2,0.08571428571,0.1428571429,0.8571428571,0.9774178175,0.1067920324,v2_llm_sens_spec_prev,Moderate,"ten Broeke et al., 2021, The Roth Score as a Triage Tool for Detecting Hypoxaemia in General Practice: A Diagnostic Validation Study in Patients With Possible COVID-19",Maximum counting number ≤20; hypoxemia defined as room-air SpO₂ <95%,367,,10288.0,Roth Score for Hypoxia Screening,Exact,https://www.mdcalc.com/calc/10288/roth-score-hypoxia-screening,Diagnosis,"Critical Care, Emergency Medicine, Hospitalist Medicine, Infectious Disease, Internal Medicine, Pulmonology","Coronavirus, Respiratory Failure",mdcalc:10288,Moderate,Reported sensitivity/specificity,Unclear,True,105.0,0.9333333333333333,0.7777777777777778,0.14285714285714285,0.4117647058823529,0.9859154929577465,0.7111111111111112,4.2,0.08571428571428569,49.000000000000014,0.5916727785823273,0.3238095238095238,0.6761904761904762,0.9774178175281716,0.10679203237584187,0.3887089532823106,0.20296382530001666,34.30339076716128,0.5985427549675127,0.19609384891483111,32.76187829313456,0.10017725275788171,0.10278657254213504,49.35719584995104,50.64280415004896,Balanced,True,
366,ROX Index for Intubation after HFNC,"Critical Care, Emergency Medicine, Pulmonology",HFNC Failure Requiring Intubation,0.8382352941,0.5040650407,0.3560209424,191.0,57.0,61.0,11.0,62.0,0.4830508475,0.8493150685,0.3423003348,0.939330622,0.8510232732,0.08830734878,9.401093366,1.69021215,0.3209203036,0.3560209424,0.6439790576,0.9991709443,0.6115516952,v2_llm_2x2_raw,High,"Roca et al., 2019, An Index Combining Respiratory Rate and Oxygenation to Predict Outcome of Nasal High-Flow Therapy",ROX Index <4.88 at 6 hours after HFNC initiation,368,,10302.0,ROX Index for Intubation after HFNC,Exact,https://www.mdcalc.com/calc/10302/rox-index-intubation-hfnc,Prognosis,"Critical Care, Emergency Medicine, Hospitalist Medicine, Infectious Disease, Internal Medicine, Pulmonology","Coronary Artery Disease, Coronavirus, Respiratory Failure",mdcalc:10302,High,Count-based,Unclear,True,191.0,0.8382352941176471,0.5040650406504065,0.35602094240837695,0.4830508474576271,0.8493150684931506,0.34230033476805355,1.690212150433944,0.3209203036053131,5.266766020864381,0.9393306219532902,0.6178010471204188,0.38219895287958117,0.9991709442878893,0.6115516951951331,0.8510232731686683,0.08830734878462188,9.401093365932352,0.9431073105420048,0.08453066019590731,8.962994905354666,0.030134363902012663,0.05817298488260905,34.12441242631933,65.87558757368066,Negative-result dominant,True,
367,Seattle Heart Failure Model,Cardiology,Heart failure—1-year mortality,0.8928571429,0.7111111111,0.2372881356,118.0,25.0,26.0,3.0,64.0,0.4901960784,0.9552238806,0.603968254,0.7905013842,0.5818554516,0.2086459327,26.39412616,3.090659341,0.1506696429,0.2372881356,0.7627118644,0.9997226475,0.2637774367,v1_raw,Moderate,"Hussain et al., 2014, Validation of the Seattle Heart Failure Model in Heart Failure Population",Predicted 1-year mortality ≥20%,369,,3808.0,Seattle Heart Failure Model,Exact,https://www.mdcalc.com/calc/3808/seattle-heart-failure-model,Prognosis,"Cardiology, Critical Care, Emergency Medicine, Family Practice, Geriatrics, Hospitalist Medicine, Internal Medicine, Palliative Care/Hospice, Primary Care, Surgery (Cardiothoracic)","Acute Coronary Syndrome, Arrhythmia, Coronary Artery Disease, Heart Failure, Hypertension, Myocarditis, Hypertrophic Cardiomyopathy",mdcalc:3808,Moderate,Count-based,Unclear,True,118.0,0.8928571428571429,0.7111111111111111,0.23728813559322035,0.49019607843137253,0.9552238805970149,0.603968253968254,3.0906593406593412,0.1506696428571428,20.512820512820525,0.7905013842153698,0.4322033898305085,0.5677966101694916,0.9997226475394072,0.26377743669413856,0.5818554515509919,0.2086459326643778,26.394126162280422,0.7966144987954077,0.20253281808433982,25.424194311125103,0.09370243166891946,0.1149435009954584,44.90978111691574,55.09021888308426,Balanced,True,
368,Sepsis-Induced Coagulopathy (SIC) Score,"Critical Care, Hematology",Sepsis/septic shock—28-day mortality,0.7435897436,0.4215246637,0.3441176471,340.0,87.0,129.0,30.0,94.0,0.4027777778,0.7580645161,0.1651144073,0.928704613,0.9089810969,0.0197235161,2.123766354,1.285430332,0.6082924168,0.3441176471,0.6558823529,0.9725523166,0.7982441336,v2_llm_rounded_metrics,Moderate,"Quy et al., 2026, Sepsis-Induced Coagulopathy and Its Association With Mortality in Patients With Sepsis and Septic Shock",SIC score ≥4,370,,10301.0,Sepsis-Induced Coagulopathy (SIC) Score,Exact,https://www.mdcalc.com/calc/10301/sepsis-induced-coagulopathy-sic-score,Prognosis,"Critical Care, Emergency Medicine, Hematology and Oncology, Hospitalist Medicine, Infectious Disease, Internal Medicine","Coronavirus, Sepsis",mdcalc:10301,Moderate,Metric-reconstructed,Unclear,True,340.0,0.7435897435897436,0.42152466367713004,0.34411764705882353,0.4027777777777778,0.7580645161290323,0.16511440726687354,1.2854303319419598,0.608292416803055,2.1131782945736437,0.9287046129803891,0.6352941176470588,0.36470588235294116,0.972552316568843,0.7982441335646698,0.9089810968849681,0.019723516095421,2.1237663536659412,0.9308262233346376,0.017601905741172524,1.8909980509696636,0.006821541568817648,0.012901974526603473,34.5858290976898,65.41417090231019,Negative-result dominant,True,
369,Sequential Organ Failure Assessment (SOFA) Score,Critical Care,Acute respiratory distress syndrome—hospital mortality,0.6067961165,0.6356589147,0.6149253731,335.0,125.0,47.0,81.0,82.0,0.726744186,0.5030674847,0.2424550312,0.9615473613,0.9209683604,0.04057900095,4.220177037,1.665461681,0.6185768411,0.6149253731,0.3850746269,0.8460978267,0.9999728499,v2_llm_sens_spec_prev,Moderate,"Dao et al., 2025, Predictive Validity of the Sequential Organ Failure Assessment Score for Mortality in Patients With Acute Respiratory Distress Syndrome in Vietnam",SOFA score ≥10,371,,691.0,Sequential Organ Failure Assessment (SOFA) Score,Exact,https://www.mdcalc.com/calc/691/sequential-organ-failure-assessment-sofa-score,"Diagnosis, Prognosis","Critical Care, Emergency Medicine, Hospitalist Medicine, Internal Medicine","Coronavirus, Renal Failure, Sepsis",mdcalc:691,Moderate,Reported sensitivity/specificity,Unclear,True,335.0,0.6067961165048543,0.6356589147286822,0.6149253731343284,0.7267441860465116,0.5030674846625767,0.2424550312335365,1.6654616814707706,0.618576841108217,2.692408720777515,0.9615473613172458,0.5134328358208955,0.48656716417910445,0.8460978267276221,0.9999728498609091,0.9209683603715796,0.040579000945666244,4.220177037361544,0.9637006374976771,0.03842572476523495,3.987309260789772,0.02050716411766244,0.020071836828003786,50.53639478488089,49.46360521511911,Balanced,True,
370,Sequential Organ Failure Assessment (SOFA)-2 Score,"Critical Care, Emergency Medicine",Suspected infection—28-day mortality,0.7346938776,0.8907922912,0.09496124031,516.0,36.0,51.0,13.0,416.0,0.4137931034,0.9696969697,0.6254861688,0.4528164922,0.3278491644,0.1249673278,27.59778629,6.727490996,0.2978316327,0.09496124031,0.9050387597,0.9784493293,0.1959092709,v2_llm_sens_spec_prev,Moderate,"Qin et al., 2026, A Comparative Evaluation of SIRS, NEWS2, SOFA, and the Novel SOFA-2 Score for Sepsis Classification Agreement and Outcome Prediction",SOFA-2 score ≥5,372,,10648.0,Sequential Organ Failure Assessment (SOFA)-2 Score,Exact,https://www.mdcalc.com/calc/10648/sequential-organ-failure-assessment-sofa-2-score,Prognosis,"Anesthesiology, Critical Care, Critical Care (Neurologic), Emergency Medicine, Hospitalist Medicine, Internal Medicine, Pulmonology","Acute Kidney Injury, Acute Respiratory Distress Syndrome, Respiratory Failure, Sepsis, Cardiogenic Shock",mdcalc:10648,Moderate,Reported sensitivity/specificity,Unclear,True,516.0,0.7346938775510204,0.8907922912205567,0.09496124031007752,0.41379310344827586,0.9696969696969697,0.6254861687715771,6.727490996398557,0.2978316326530612,22.58823529411764,0.4528164922332205,0.1686046511627907,0.8313953488372093,0.9784493292686189,0.19590927087360493,0.3278491644402061,0.1249673277930144,27.597786285719184,0.45421445254415943,0.12356936748207548,27.20507169904768,0.08622269275603296,0.038744635036981466,68.99618826678054,31.003811733219464,Positive-result dominant,True,
