source_index,source_excel_row,calculator_key,catalog_id,canonical_name,catalog_url,source_label,source_disease,study,cutoff,catalog_purpose,sampling_design,data_source,provenance,confidence,confidence_group,evidence_group,exact_outcome_note,N,tp,fp,fn,tn,n_negative,negative_fraction,observed_prevalence,post_negative_risk,post_negative_risk_lo,post_negative_risk_hi,lowest_ruleout_threshold_supported
214,216,mdcalc:10618,10618,Natriuretic Response Prediction Equation (NRPE),https://www.mdcalc.com/calc/10618/natriuretic-response-prediction-equation-nrpe,Natriuretic Response Prediction Equation (NRPE),Heart Failure,Ramírez-Sánchez P et al. “External validation of the natriuretic response prediction equation in acute decompensated heart failure.” ESC Heart Failure. 2025. doi:10.1002/ehf2.14801.,NRPE-predicted output cutoff of 36.4 mmol to identify an actual 6-hour sodium output below 50 mmol,Formula,Unclear,v1_raw,human-extracted,moderate - high,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,87,28,5,6,48,54,0.6206896552,0.3908045977,0.1111111111,0.05193022497,0.2219470102,
215,217,mdcalc:604,604,New Orleans/Charity Head Trauma/Injury Rule,https://www.mdcalc.com/calc/604/new-orleans-charity-head-trauma-injury-rule,New Orleans/Charity Head Trauma/Injury Rule,Trauma,"Stiell IG, Clement CM, Rowe BH, et al. Comparison of the Canadian CT Head Rule and the New Orleans Criteria in patients with minor head injury. JAMA. 2005;294(12):1511–1518. doi:10.1001/jama.294.12.1511. PMID: 16189364",≥1 of the 7 New Orleans criteria,"Diagnosis, Rule Out",Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1822,97,1506,0,219,219,0.1201975851,0.05323819978,0,0,0.01723852842,0.02
216,218,mdcalc:10077,10077,Newsom Score for Non-traumatic Chest Pain,https://www.mdcalc.com/calc/10077/newsom-score-non-traumatic-chest-pain,Newsom Score for Non-traumatic Chest Pain,"Heart Failure, Respiratory Failure","Newsom et al., Acad Emerg Med 2018",≥1 refined Newsom criterion,"Rule Out, Treatment",Unclear,v1_raw,human-extracted,high,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1089,65,709,5,310,315,0.2892561983,0.06427915519,0.01587301587,0.006798568059,0.03661316037,0.05
217,219,mdcalc:3815,3815,NEXUS Chest CT Decision Instrument for CT Imaging,https://www.mdcalc.com/calc/3815/nexus-chest-ct-decision-instrument-ct-imaging,NEXUS Chest CT Decision Instrument for CT Imaging,Trauma,"Rodriguez et al., PLoS Med 2015",,Rule Out,Unclear,v1_raw,human-extracted,high,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,5475,119,4241,1,1114,1115,0.203652968,0.02191780822,0.0008968609865,0.0001583355337,0.005062653351,0.01
218,220,mdcalc:2075,2075,NEXUS Chest Decision Instrument for Blunt Chest Trauma,https://www.mdcalc.com/calc/2075/nexus-chest-decision-instrument-blunt-chest-trauma,NEXUS Chest Decision Instrument for Blunt Chest Trauma,Trauma,"Rodriguez et al., PLoS Med 2016",≥1 of 7 NEXUS Chest criteria,Algorithm,Unclear,v1_raw,human-extracted,high,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,9905,1461,7304,17,1123,1140,0.1150933872,0.1492175669,0.0149122807,0.009331097343,0.0237516857,0.05
219,221,mdcalc:2075,2075,NEXUS Chest Decision Instrument for Blunt Chest Trauma,https://www.mdcalc.com/calc/2075/nexus-chest-decision-instrument-blunt-chest-trauma,NEXUS Chest Decision Instrument for Blunt Chest Trauma,Trauma,"Rodriguez et al., PLoS Med 2017",≥1 criterion; outcome,Algorithm,Unclear,v1_raw,human-extracted,high,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,9905,362,8400,1,1142,1143,0.1153962645,0.0366481575,0.0008748906387,0.0001544563785,0.004939062674,0.005
220,222,mdcalc:703,703,NEXUS Criteria for C-Spine Imaging,https://www.mdcalc.com/calc/703/nexus-criteria-c-spine-imaging,NEXUS Criteria for C-Spine Imaging,Trauma,"Hoffman et al., NEJM 2000",≥1 NEXUS criterion present = imaging indicated,"Diagnosis, Rule Out",Unclear,v1_raw,human-extracted,high,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,34069,810,28950,8,4301,4309,0.1264786169,0.02401009716,0.001856579253,0.0009410648595,0.003659488861,0.005
221,223,mdcalc:703,703,NEXUS Criteria for C-Spine Imaging,https://www.mdcalc.com/calc/703/nexus-criteria-c-spine-imaging,NEXUS Criteria for C-Spine Imaging,Trauma,"Hoffman et al., NEJM 2000",≥1 criterion present,"Diagnosis, Rule Out",Unclear,v1_raw,human-extracted,high,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,34069,576,29184,2,4307,4309,0.1264786169,0.01696556987,0.0004641448132,0.0001272944783,0.001690870853,0.005
222,224,mdcalc:10423,10423,NEXUS Head CT Instrument,https://www.mdcalc.com/calc/10423/nexus-head-ct-instrument,NEXUS Head CT Instrument,"Trauma, Traumatic Brain Injury","Mower et al., PLoS Med 2017",≥1 NEXUS Head CT high-risk criterion,Diagnosis,Unclear,v1_raw,human-extracted,high,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,11770,420,8527,0,2823,2823,0.2398470688,0.03568394223,0,0,0.001358922627,0.005
223,225,mdcalc:10423,10423,NEXUS Head CT Instrument,https://www.mdcalc.com/calc/10423/nexus-head-ct-instrument,NEXUS Head CT Instrument,"Trauma, Traumatic Brain Injury","Mower et al., PLoS Med 2017",≥1 high-risk criterion,Diagnosis,Unclear,v1_raw,human-extracted,high,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,11770,759,8188,8,2815,2823,0.2398470688,0.06516567545,0.002833864683,0.001436665569,0.005582284418,0.01
224,226,mdcalc:10151,10151,NINCDS-ADRDA Criteria for Alzheimer’s Disease,https://www.mdcalc.com/calc/10151/nincds-adrda-criteria-alzheimers-disease,NINCDS-ADRDA Criteria for Alzheimer’s Disease,"Alzheimer's Disease, Dementia","Blacker et al., Reliability and Validity of NINCDS-ADRDA Criteria, Arch Neurol 1994",Post-Consensus,Diagnosis,Unclear,v1_literature_lit_prev,human-extracted,moderate,Moderate,Metric-reconstructed,Exact outcome is not separately encoded in every frozen row; verify against source.,60,33.2,3.2,6.8,16.8,23.6,0.3933333333,0.6666666667,0.2881355932,0.1457680089,0.4898198779,
225,227,mdcalc:10151,10151,NINCDS-ADRDA Criteria for Alzheimer’s Disease,https://www.mdcalc.com/calc/10151/nincds-adrda-criteria-alzheimers-disease,NINCDS-ADRDA Criteria for Alzheimer’s Disease,"Alzheimer's Disease, Dementia","Blacker et al., Reliability and Validity of NINCDS-ADRDA Criteria, Arch Neurol 1994",Pre-Consensus,Diagnosis,Unclear,v1_literature_lit_prev,human-extracted,moderate,Moderate,Metric-reconstructed,Exact outcome is not separately encoded in every frozen row; verify against source.,60,32.4,5.4,7.6,14.6,22.2,0.37,0.6666666667,0.3423423423,0.1818801502,0.5493177044,
226,228,mdcalc:10593,10593,NIRUDAK Score,https://www.mdcalc.com/calc/10593/novel-innovative-research-understanding-dehydration-adults-kids-nirudak-score,NIRUDAK Dehydration Score,Dehydration,"Barry/Levine et al., NIRUDAK derivation and internal validation",Simplified NIRUDAK score ≥4; outcome,Prognosis,Unclear,v1_raw,human-extracted,high,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,928,63,330,18,517,535,0.5765086207,0.08728448276,0.03364485981,0.02138618486,0.05255292685,0.1
227,229,mdcalc:10042,10042,Oakland Score for Safe Discharge After Lower GI Bleed,https://www.mdcalc.com/calc/10042/oakland-score-safe-discharge-lower-gi-bleed,Oakland Score for Safe Discharge After Lower GI Bleed,"Acute Pain, Bleeding/Hemorrhage, Gastroenteritis, Gastrointestinal Bleeding","Oakland et al., JAMA Network Open 2020",_<=8,"Prognosis, Treatment",Unclear,v1_raw,human-extracted,high,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,38067,21499,12267,575,3726,4301,0.1129850001,0.5798723304,0.1336898396,0.1238453411,0.1441880975,0.2
228,230,mdcalc:10542,10542,Osteoporosis Index of Risk (OSIRIS),https://www.mdcalc.com/calc/10542/osteoporosis-index-risk-osiris,Osteoporosis Index of Risk (OSIRIS),"Fracture, Osteoporosis","Reginster et al., Rheumatol Int 2004",OSIRIS >−3 to ≤+1; outcome,Prognosis,Unclear,v1_raw,human-extracted,high,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,889,68,132,122,567,689,0.7750281215,0.2137232846,0.1770682148,0.1503784904,0.2073389292,
229,231,mdcalc:10541,10541,Osteoporosis Risk Assessment Instrument (ORAI),https://www.mdcalc.com/calc/10541/osteoporosis-risk-assessment-instrument-orai,Osteoporosis Risk Assessment Instrument (ORAI),"Fracture, Osteoporosis","Cadarette et al., CMAJ 2000",ORAI ≥9,Prognosis,Unclear,v1_raw,human-extracted,high,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,450,112,177,8,153,161,0.3577777778,0.2666666667,0.04968944099,0.02539054758,0.09497637324,0.1
230,232,mdcalc:1670,1670,Ottawa Ankle Rule,https://www.mdcalc.com/calc/1670/ottawa-ankle-rule,Ottawa Ankle Rule,"Fracture, Sprain/Strain, Trauma","Plint et al., Validation of the Ottawa Ankle Rules in Children With Ankle Injuries, Acad Emerg Med 1999",≥1 Ottawa ankle-zone criterion,Diagnosis,Unclear,v1_raw,human-extracted,high,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,559,67,375,0,117,117,0.2093023256,0.1198568873,0,0,0.03178924566,0.05
231,233,mdcalc:368,368,Ottawa Knee Rule,https://www.mdcalc.com/calc/368/ottawa-knee-rule,Ottawa Knee Rule,"Fracture, Sprain/Strain, Trauma",Prospective implementation study in teaching and community emergency departments,"Any of: Age ≥55, isolated patella tenderness, fibula head tenderness, inability to flex to 90°, inability to bear weight","Diagnosis, Rule Out",Unclear,v2_llm_event_counts,model-extracted,high,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,3907,58,2001,0,1848,1848,0.4729971845,0.01484514973,0,2.168404345e-19,0.002074399405,0.005
232,234,mdcalc:3875,3875,Ottawa Subarachnoid Hemorrhage (SAH) Rule for Headache Evaluation,https://www.mdcalc.com/calc/3875/ottawa-subarachnoid-hemorrhage-sah-rule-for-headache-evaluation,Ottawa Subarachnoid Hemorrhage (SAH) Rule for Headache Evaluation,Subarachnoid Hemorrhage,Prospective validation study of Ottawa SAH Rule at 10 sites,"Presence of any Ottawa SAH Rule criteria (age ≥40, neck pain/stiffness, witnessed LOC, onset during exertion, thunderclap headache, limited neck flexion)",Rule Out,Unclear,v2_llm_event_counts,model-extracted,medium,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1999,130,1583,0,286,286,0.1430715358,0.06503251626,0,0,0.01325365542,0.02
233,235,mdcalc:3955,3955,Palchak (UC Davis) Rule for Pediatric Head Trauma,https://www.mdcalc.com/calc/3955/palchak-uc-davis-rule-pediatric-head-trauma,Palchak (UC Davis) Rule for Pediatric Head Trauma,Trauma,"Palchak et al., Clinician Judgment Versus a Decision Rule for Identifying Children at Risk of TBI on CT, Ann Emerg Med. 2009",≥1 Palchak predictor,"Diagnosis, Rule Out",Unclear,v1_raw,human-extracted,high,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1168,88,791,1,288,289,0.2474315068,0.07619863014,0.003460207612,0.0006110729704,0.01933644008,0.02
234,236,mdcalc:589,589,PECARN Pediatric Head Injury/Trauma Algorithm,https://www.mdcalc.com/calc/589/pecarn-pediatric-head-injury-trauma-algorithm,PECARN Pediatric Head Injury/Trauma Algorithm,Trauma,"Schonfeld et al., PECARN Head Injury Clinical Prediction Rules Are Reliable in Practice, Arch Dis Child. 2014",≥1 age-specific PECARN predictor,"Algorithm, Rule Out",Unclear,v1_raw,human-extracted,high,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,2428,19,1096,0,1313,1313,0.5407742998,0.007825370675,0,0,0.002917176396,0.005
235,237,mdcalc:3971,3971,PECARN Pediatric Intra-Abdominal Injury (IAI) Algorithm,https://www.mdcalc.com/calc/3971/pecarn-pediatric-intra-abdominal-injury-iai-algorithm,PECARN Pediatric Intra-Abdominal Injury (IAI) Algorithm,"Acute Pain, Fracture, Trauma","Holmes et al., Identifying Children at Very Low Risk of Clinically Important Blunt Abdominal Injuries, Ann Emerg Med.",very low risk classification (zero predictive variables),Rule Out,Unclear,v2_llm_event_counts,model-extracted,high,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,12044,197,6809,6,5032,5038,0.4182995682,0.01685486549,0.001190948789,0.000545933227,0.002596065376,0.005
236,238,mdcalc:3926,3926,Pediatric Appendicitis Score (PAS),https://www.mdcalc.com/calc/3926/pediatric-appendicitis-score-pas,Pediatric Appendicitis Score (PAS),Appendicitis,Shah and colleagues prospective validation study using diagnostic algorithm,,"Diagnosis, Rule Out",Unclear,v2_llm_event_counts,model-extracted,high,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,840,263,32,4,541,545,0.6488095238,0.3178571429,0.007339449541,0.002857762868,0.01871760946,0.02
237,239,mdcalc:10078,10078,Pediatric NEXUS II,https://www.mdcalc.com/calc/10078/pediatric-nexus-ii-head-ct-decision-instrument-blunt-trauma,Pediatric NEXUS II Head CT Decision Instrument,Trauma,"Gupta et al., Validation of the Pediatric NEXUS II Head CT Decision Instrument, Acad Emerg Med. 2018",≥1 NEXUS Head CT high-risk criterion,Treatment,Unclear,v1_raw,human-extracted,high,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1018,48,640,1,329,330,0.3241650295,0.04813359528,0.00303030303,0.0005351233237,0.01696258005,0.02
240,242,mdcalc:10422,10422,Penicillin Allergy Decision Rule (PEN-FAST),https://www.mdcalc.com/calc/10422/penicillin-allergy-decision-rule-pen-fast,Penicillin Allergy Decision Rule (PEN-FAST),Allergy,"Piotin A, Godet J, Trubiano JA, et al. Predictive factors of amoxicillin immediate hypersensitivity and validation of PEN-FAST clinical decision rule. Ann Allergy Asthma Immunol. 2022;128(1):27–32. doi:10.1016/j.anai.2021.07.005. PMID: 34271183.",PEN-FAST ≥3 predicts higher allergy risk; PEN-FAST <3 indicates low risk,Prognosis,Unclear,v2_llm_event_counts,model-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,142,60,53,2,27,29,0.2042253521,0.4366197183,0.06896551724,0.01912126617,0.2196458015,
241,243,mdcalc:347,347,PERC Rule for Pulmonary Embolism,https://www.mdcalc.com/calc/347/perc-rule-pulmonary-embolism,PERC Rule for Pulmonary Embolism,Venous thromboembolism or death within 45 days,"Kline JA, Courtney DM, Kabrhel C, et al. Prospective multicenter evaluation of the pulmonary embolism rule-out criteria. J Thromb Haemost. 2008;6(5):772–780. doi:10.1111/j.1538-7836.2008.02944.x. PMID: 18318689.",Low clinical suspicion (<15%) and all eight PERC criteria negative,"Diagnosis, Rule Out",Unclear,v2_llm_event_counts,model-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,8138,601,5871,16,1650,1666,0.2047186041,0.07581715409,0.009603841537,0.005920121968,0.0155438671,0.02
242,244,mdcalc:1725,1725,PHQ-9 (Patient Health Questionnaire-9),https://www.mdcalc.com/calc/1725/phq9-patient-health-questionnaire9,PHQ-9 (Patient Health Questionnaire-9),Depression/Suicidality,"Arroll B, Goodyear-Smith F, Crengle S, et al. Validation of PHQ-2 and PHQ-9 to screen for major depression in the primary care population. Ann Fam Med. 2010;8(4):348–353. doi:10.1370/afm.1139. PMID: 20644190.",,Diagnosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,2642,121,220,42,2259,2301,0.8709311128,0.06169568509,0.01825293351,0.01353214474,0.0245795694,0.05
243,245,mdcalc:1042,1042,Pittsburgh Knee Rules,https://www.mdcalc.com/calc/1042/pittsburgh-knee-rules,Pittsburgh Knee Rules,Trauma,"Seaberg et al., Multicenter Comparison of Two Clinical Decision Rules for Knee Radiography, Ann Emerg Med. 1998",Fall or blunt trauma mechanism with inability to ambulate or age <12 or >50,"Diagnosis, Rule Out",Unclear,v2_llm_event_counts,model-extracted,high,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,745,90,262,1,392,393,0.5275167785,0.122147651,0.002544529262,0.0004493131988,0.01427056722,0.02
245,247,mdcalc:10200,10200,PLASMIC Score for TTP,https://www.mdcalc.com/calc/10200/plasmic-score-ttp,PLASMIC Score for TTP,"Anemia, Thrombocytopenia, Thrombotic Thrombocytopenic Purpura",External validation cohort of consecutive hospitalized patients with suspected thrombotic microangiopathy,≥6 (high risk vs low-intermediate risk 0-5),Diagnosis,Cohort/consecutive,v2_llm_event_counts,model-extracted,high,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,112,19,7,2,84,86,0.7678571429,0.1875,0.02325581395,0.006400926204,0.08088014563,0.1
246,248,mdcalc:10491,10491,Predicting Risk of Cardiovascular Disease EVENTs (PREVENT),https://www.mdcalc.com/calc/10491/predicting-risk-cardiovascular-disease-events-prevent,Predicting Risk of Cardiovascular Disease EVENTs (PREVENT),"Heart Failure, Stroke / Transient Ischemic Attack (TIA)","Scheuermann B, Brown A, Colburn T, Hakeem H, Chow CH, Ade C. External Validation of the American Heart Association PREVENT Cardiovascular Disease Risk Equations. JAMA Netw Open. 2024;7(10):e2438311. doi:10.1001/jamanetworkopen.2024.38311",PREVENT estimated 10-year CVD risk ≥10%,Prognosis,Unclear,v1_raw,human-extracted,Moderate-high,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,20396,638,4260,91,15407,15498,0.7598548735,0.03574230241,0.005871725384,0.004785247551,0.007203099725,0.01
247,249,mdcalc:10102,10102,Prediction of Alcohol Withdrawal Severity Scale,https://www.mdcalc.com/calc/10102/prediction-alcohol-withdrawal-severity-scale,Prediction of Alcohol Withdrawal Severity Scale,"Drug/Alcohol Use, Substance Withdrawal","Maldonado et al., Prospective Validation Study of PAWSS, Alcohol Alcohol. 2015",≥4,Diagnosis,Unclear,v2_llm_event_counts,model-extracted,high,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,403,27,2,2,372,374,0.9280397022,0.07196029777,0.005347593583,0.001467730108,0.01928557432,0.02
248,250,mdcalc:10473,10473,Primary Care PTSD Screen for DSM-5 (PC-PTSD-5),https://www.mdcalc.com/calc/10473/primary-care-ptsd-screen-dsm-5-pc-ptsd,Primary Care PTSD Screen for DSM-5 (PC-PTSD-5),"Posttraumatic Stress Disorder, Trauma","Bovin MJ, Kimerling R, Weathers FW, et al. Diagnostic Accuracy and Acceptability of the PC-PTSD-5 Among US Veterans. JAMA Netw Open. 2021;4(2):e2036733. doi:10.1001/jamanetworkopen.2020.36733.",≥4,Prognosis,Unclear,v2_llm_event_counts,model-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,396,53,28,15,300,315,0.7954545455,0.1717171717,0.04761904762,0.02906714026,0.07707168794,0.1
249,251,mdcalc:33,33,PSI/PORT Score: Pneumonia Severity Index for CAP,https://www.mdcalc.com/calc/33/psi-port-score-pneumonia-severity-index-cap,PSI/PORT Score: Pneumonia Severity Index for CAP,"Coronavirus, Pneumonia, Respiratory Failure, Chronic Obstructive Pulmonary Disease","Zhang ZX, Zhang W, Liu P, et al. Prognostic value of Pneumonia Severity Index, CURB-65, CRB-65, and procalcitonin in community-acquired pneumonia in Singapore. Proc Singapore Healthc. 2016. doi:10.1177/2010105815623292.",PSI class IV–V (score ≥91),Prognosis,Unclear,v2_llm_event_counts,model-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1902,284,809,15,794,809,0.4253417455,0.1572029443,0.01854140915,0.01126801871,0.03036551074,0.05
250,252,mdcalc:33,33,PSI/PORT Score: Pneumonia Severity Index for CAP,https://www.mdcalc.com/calc/33/psi-port-score-pneumonia-severity-index-cap,PSI/PORT Score: Pneumonia Severity Index for CAP,"Coronavirus, Pneumonia, Respiratory Failure, Chronic Obstructive Pulmonary Disease","Shah BA, Ahmed W, Dhobi GN, Shah NN, Khursheed SQ, Haq I. Validity of pneumonia severity index and CURB-65 severity scoring systems in community acquired pneumonia in an Indian setting. Indian J Chest Dis Allied Sci. 2010;52(1):9–17. PMID: 20364609.", PSI class ≥IV (score ≥91),Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate-high,Moderate-high,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,150,16,64,0,70,70,0.4666666667,0.1066666667,0,0,0.05202306241,0.1
251,253,mdcalc:1304,1304,Pulmonary Embolism Severity Index (PESI),https://www.mdcalc.com/calc/1304/pulmonary-embolism-severity-index-pesi,Pulmonary Embolism Severity Index (PESI),Pulmonary Embolism,"Donzé J, Le Gal G, Fine MJ, et al. Prospective validation of the Pulmonary Embolism Severity Index: a clinical prognostic model for pulmonary embolism. Thromb Haemost. 2008;100(5):943–948. PMID: 18989542. doi:10.1160/TH08-05-0285.",Classes III–V positive; PESI >85,Prognosis,Unclear,v2_llm_event_counts,model-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,357,19,152,2,184,186,0.5210084034,0.05882352941,0.01075268817,0.002953744875,0.03835155729,0.05
252,254,mdcalc:2654,2654,qSOFA (Quick SOFA) Score for Sepsis,https://www.mdcalc.com/calc/2654/qsofa-quick-sofa-score-sepsis,qSOFA (Quick SOFA) Score for Sepsis,"Coronavirus, Sepsis","Freund Y, Lemachatti N, Krastinova E, et al. Prognostic Accuracy of Sepsis-3 Criteria for In-Hospital Mortality Among Patients With Suspected Infection Presenting to the Emergency Department. JAMA. 2017;317(3):301–308. PMID: 28114554.",qSOFA ≥2; predicts in-hospital mortality,"Diagnosis, Prognosis",Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,879,52,166,22,639,661,0.7519908987,0.08418657565,0.03328290469,0.02208066311,0.04987853586,0.05
253,255,mdcalc:10304,10304,Quick COVID-19 Severity Index (qCSI),https://www.mdcalc.com/calc/10304/quick-covid-19-severity-index-qcsi,Quick COVID-19 Severity Index (qCSI),Coronavirus,"Haimovich AD, Ravindra NG, Stoytchev S, et al. Development and Validation of the Quick COVID-19 Severity Index: A Prognostic Tool for Early Clinical Decompensation. Ann Emerg Med. 2020;76(4):442–453. doi:10.1016/j.annemergmed.2020.07.022.",qCSI >3 predicts respiratory decompensation within 24 hours,Prognosis,Unclear,v2_lim_event_counts,human-extracted,Moderate-high,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,299,32,57,8,202,210,0.7023411371,0.1337792642,0.0380952381,0.01942764442,0.07335819295,0.1
255,257,mdcalc:3941,3941,Rapid Arterial oCclusion Evaluation (RACE) Scale for Stroke,https://www.mdcalc.com/calc/3941/rapid-arterial-occlusion-evaluation-race-scale-stroke,Rapid Arterial oCclusion Evaluation (RACE) Scale for Stroke,Stroke / Transient Ischemic Attack (TIA),"Prospective validation study by Pérez de la Ossa et al in Catalonia, Spain",≥5,Diagnosis,Unclear,v2_llm_event_counts,model-extracted,high,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,357,65,90,11,191,202,0.5658263305,0.2128851541,0.05445544554,0.03067581967,0.09486477341,0.1
256,258,mdcalc:3999,3999,Rapid Shallow Breathing Index (RSBI),https://www.mdcalc.com/calc/3999/rapid-shallow-breathing-index-rsbi,Rapid Shallow Breathing Index (RSBI),"Coronavirus, Idiopathic Pulmonary Fibrosis, Pneumonia, Respiratory Failure, Sepsis","Bien US, Souza GF, Campos ES, et al. Maximum inspiratory pressure and rapid shallow breathing index as predictors of successful ventilator weaning. J Phys Ther Sci. 2015;27(12):3723–3727. doi:10.1589/jpts.27.3723.",ROC-derived RSBI threshold predicting successful ventilator weaning; exact threshold not reported,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,high,High,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,195,126,4,24,41,65,0.3333333333,0.7692307692,0.3692307692,0.2622939587,0.4907618264,
257,259,mdcalc:10347,10347,RCVS2 Score,https://www.mdcalc.com/calc/10347/rcvs2-score-reversible-cerebral-vasoconstriction-syndrome,RCVS2 Score,Reversible cerebral vasoconstriction,"Cho S, et al. RCVS–TCH score can predict reversible cerebral vasoconstriction syndrome in patients with thunderclap headache. Scientific Reports. 2021;11. doi:10.1038/s41598-021-87412-7.",RCVS₂ ≥5 predicts RCVS in patients presenting with thunderclap headache,Diagnosis,Unclear,v2_llm_sens_spec_prev,model-extracted,High,High,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,253,158,81,7,7,14,0.05533596838,0.652173913,0.5,0.2679920245,0.7320079755,
258,260,mdcalc:10347,10347,RCVS2 Score,https://www.mdcalc.com/calc/10347/rcvs2-score-reversible-cerebral-vasoconstriction-syndrome,RCVS2 Score,Reversible cerebral vasoconstriction,"Rocha EA, Topcuoglu MA, Silva GS, Singhal AB. RCVS₂ score and diagnostic approach for reversible cerebral vasoconstriction syndrome. Neurology. 2019;92:e639–e647",RCVS₂ ≤2 predicts non-RCVS; scores 3–4 are equivocal,Diagnosis,Unclear,v2_llm_sens_spec_prev,model-extracted,High,High,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,110,68,0,12,30,42,0.3818181818,0.7272727273,0.2857142857,0.1716702463,0.4356720927,
259,261,mdcalc:10027,10027,Recognition of Stroke in the Emergency Room (ROSIER) Scale,https://www.mdcalc.com/calc/10027/recognition-stroke-emergency-room-rosier-scale,Recognition of Stroke in the Emergency Room (ROSIER) Scale,Stroke / Transient Ischemic Attack (TIA),"Zangi M, Karimi S, Mirbaha S, et al. The validity of recognition of stroke in the emergency room (ROSIER) scale in the diagnosis of Iranian patients with acute ischemic stroke in the emergency department. Turk J Emerg Med. 2021;21:1–5. doi:10.4103/2452-2473.301914.",ROSIER ≥1 indicates probable stroke,Diagnosis,Unclear,v2_llm_sens_spec_prev,model-extracted,High,High,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,356,129,70,22,135,157,0.441011236,0.4241573034,0.1401273885,0.09439341813,0.2030514022,
260,262,mdcalc:3949,3949,ROSE (Risk Stratification of Syncope in the Emergency Department) Rule,https://www.mdcalc.com/calc/3949/rose-risk-stratification-syncope-emergency-department-rule,ROSE (Risk Stratification of Syncope in the Emergency Department) Rule,"Acute Coronary Syndrome, Atrial Fibrillation, Stroke / Transient Ischemic Attack (TIA)",Validation cohort of prospective observational study of ED patients with syncope,,"Diagnosis, Prognosis",Cohort/consecutive,v2_llm_sens_spec_only_lit_prev,model-extracted,medium,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,550,48,171,7,324,331,0.6018181818,0.1,0.02114803625,0.01028105567,0.04300224707,0.05
261,263,mdcalc:3988,3988,Rule of 7s for Lyme Meningitis,https://www.mdcalc.com/calc/3988/rule-7s-lyme-meningitis,Rule of 7s for Lyme Meningitis,Meningitis,Large retrospective cohort study in three pediatric emergency departments,0 points (low risk),"Diagnosis, Rule Out",Cohort/consecutive,v2_llm_event_counts,model-extracted,high,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,423,112,181,5,125,130,0.3073286052,0.2765957447,0.03846153846,0.01653842636,0.08687839936,0.1
